,0
0,100000.0
1,99991.77349008566
2,100192.35820807771
3,66501.76627307959
4,66501.76627307959
5,133259.04964614558
6,134079.7386686862
7,134812.87629853055
8,135628.72686145996
9,135969.46481514606
10,2.184263285658563
11,2.184263285658563
12,170175.86205777997
13,169522.22975994454
14,169496.01412857237
15,170752.70620519033
16,172091.67429402418
17,2.184263285658563
18,2.184263285658563
19,208716.7881354884
20,210012.46213128508
21,210374.62508102646
22,211914.61702729244
23,209268.92283523167
24,2.184263285658563
25,2.184263285658563
26,250911.09012852825
27,247118.90601522007
28,246305.03543350458
29,245653.48863268812
30,247963.07244357202
31,2.184263285658563
32,2.184263285658563
33,290374.66284149786
34,288015.7680893731
35,291626.9631849834
36,293888.5037286522
37,298259.51680626266
38,2.184263285658563
39,2.184263285658563
40,332014.84807213146
41,322679.6697130838
42,322004.557678125
43,319295.56525826786
44,320325.2643918177
45,2.184263285658563
46,2.184263285658563
47,358396.91646568733
48,358068.3321770896
49,360028.41556355375
50,360247.1390781963
51,362242.3255401601
52,2.184263285658563
53,2.184263285658563
54,400693.79203037126
55,395660.6992616867
56,396911.3853473149
57,2.184263285658563
58,403766.3684927066
59,2.184263285658563
60,2.184263285658563
61,447505.7973750967
62,441857.4967530943
63,430309.2802230818
64,436180.46083555365
65,428828.1594304405
66,2.184263285658563
67,2.184263285658563
68,472381.0439352283
69,481230.3371350068
70,487337.1127896599
71,480609.51563279005
72,484230.556914872
73,2.184263285658563
74,2.184263285658563
75,513700.14865797485
76,510520.7482129289
77,517941.81791665935
78,507149.9023503312
79,506240.77159723087
80,2.184263285658563
81,2.184263285658563
82,529886.6116392155
83,545646.1331843354
84,554919.0910329266
85,564441.1679813906
86,2.184263285658563
87,2.184263285658563
88,2.184263285658563
89,628033.7223816859
90,628753.4084620756
91,626444.3646570273
92,624364.1847555793
93,619823.1989509434
94,2.184263285658563
95,2.184263285658563
96,679051.7397575129
97,678059.0699435681
98,661800.4507924295
99,661800.5033717782
100,659540.5474147636
101,2.184263285658563
102,2.184263285658563
103,698207.6519357425
104,705557.4309361886
105,709730.200902459
106,697944.7082911783
107,704855.909459404
108,2.184263285658563
109,2.184263285658563
110,2.184263285658563
111,748564.0746527786
112,737647.2106903817
113,730237.6278442659
114,708292.933435462
115,2.184263285658563
116,2.184263285658563
117,744134.5720784414
118,735841.4169637869
119,732112.4311630706
120,701275.5701899792
121,717671.961706611
122,2.184263285658563
123,2.184263285658563
124,775361.5299541462
125,782220.9992299351
126,784055.1244538669
127,740824.5433338379
128,743503.3170741864
129,2.184263285658563
130,2.184263285658563
131,771600.6549183775
132,777210.9644191426
133,791713.9638609717
134,784645.2725968866
135,772994.4787821753
136,2.184263285658563
137,2.184263285658563
138,804108.5932473755
139,819115.7008385718
140,823031.4487807914
141,805283.6254765891
142,792841.7860512903
143,2.184263285658563
144,2.184263285658563
145,2.184263285658563
146,823823.7358343011
147,803823.0755148238
148,826646.7938699513
149,843249.8022354628
150,2.184263285658563
151,2.184263285658563
152,905549.8729004774
153,898767.5276329526
154,908920.7042837554
155,890305.4131628738
156,889059.3685560556
157,2.184263285658563
158,2.184263285658563
159,897692.4414604136
160,886457.8746625185
161,907986.5680708771
162,895153.5001829447
163,872489.2848638328
164,2.184263285658563
165,2.184263285658563
166,894045.0144489399
167,918065.4488074871
168,931653.7171770178
169,945700.1735772109
170,961872.110232611
171,2.184263285658563
172,2.184263285658563
173,1002243.0350049012
174,1028497.9370452922
175,1023087.0573348064
176,1042733.5386358097
177,1046321.4209792829
178,2.184263285658563
179,2.184263285658563
180,1092325.3203096641
181,1106922.3947478111
182,1106886.028429403
183,1087113.2976369327
184,1094055.8877425033
185,2.184263285658563
186,2.184263285658563
187,1152397.0755599672
188,1128790.425035118
189,1109765.6057626198
190,1116782.1465523965
191,1100725.746413888
192,2.184263285658563
193,2.184263285658563
194,1113316.89270045
195,1116860.8015738605
196,1134579.1202356839
197,1117465.2446924464
198,2.184263285658563
199,2.184263285658563
200,2.184263285658563
201,1169553.7463673637
202,1190202.856913205
203,1159051.371630808
204,1137816.3970269598
205,1124005.170028326
206,2.184263285658563
207,2.184263285658563
208,1159017.9723117333
209,1107469.9274908728
210,1090979.7109220717
211,1123913.494067445
212,1097862.0171195
213,2.184263285658563
214,2.184263285658563
215,1146574.9946371596
216,1163111.2740264507
217,1204406.415368725
218,1158061.8668023
219,1151305.3629455222
220,2.184263285658563
221,2.184263285658563
222,1126033.0999089298
223,1130612.4527828547
224,1093252.3438537642
225,1088004.410793418
226,1118160.8957044322
227,2.184263285658563
228,2.184263285658563
229,1134653.2819645703
230,1160913.8311656653
231,1113565.1088704546
232,1103357.3725232938
233,1083558.0668551559
234,2.184263285658563
235,2.184263285658563
236,1140298.67063969
237,1115167.179147623
238,1126526.2297466737
239,1157068.580243323
240,1192841.4396583065
241,2.184263285658563
242,2.184263285658563
243,2.184263285658563
244,1233786.235162764
245,1219639.5472037918
246,1251207.2316462183
247,1226065.5688788383
248,2.184263285658563
249,2.184263285658563
250,1263898.2773386522
251,1280792.0002713564
252,1263475.8883776912
253,1227034.9112826092
254,1197406.6818598562
255,2.184263285658563
256,2.184263285658563
257,1177457.2541784192
258,1180088.3686522706
259,1215291.4795918334
260,1171670.2437925092
261,1177950.5158655543
262,2.184263285658563
263,2.184263285658563
264,2.184263285658563
265,1256873.148593149
266,1250631.2450062493
267,1251915.6041603659
268,1297270.685012155
269,2.184263285658563
270,2.184263285658563
271,1322891.4968540627
272,1292913.2158735122
273,1290084.2139615072
